0.000000000000000000e+00 1.460478433810341418e-02 -2.467019889678419287e-02 3.444229435006879864e-02 4.217866942751494902e-02 -2.543598583481597019e-03 -6.738071836152231646e-03 3.944756272934899291e-03 2.272349572846549606e-03 2.198223345213254592e-04
1.000000000000000056e-01 -1.353829168032996966e-01 1.009388906263228129e-02 2.253568262502450570e-02 -3.264054395904601724e-02 -1.372720150249407550e-02 -9.114516846866276348e-03 -1.265434605158612807e-02 -1.157833408950963497e-02 -8.019243906813026262e-03
2.000000000000000111e-01 1.166609274581699857e-01 -3.414950554067126831e-02 -2.521739950185511794e-02 2.577991868971087411e-02 -2.678425431740843327e-02 -8.788919245386411783e-03 -1.250598277941439990e-02 -1.583352151267093666e-02 -1.640342309254982922e-02
3.000000000000000444e-01 -1.237532859181996181e-01 -3.457265236766465105e-02 7.214764557591173133e-03 -3.023576033996046297e-02 2.273010407842151331e-03 -2.131296903122073538e-02 -2.275608663581551658e-02 -1.693272123587726691e-02 -1.977122318938552212e-02
4.000000000000000222e-01 -1.735928079733256579e-02 1.134452140291731040e-02 -4.727404947670021951e-02 1.286352579335812638e-02 -1.011413448859047916e-02 -1.020320937386956159e-02 -1.753025818477867148e-02 -2.282215218412822141e-02 -2.213258112408023753e-02
5.000000000000000000e-01 4.044335666782000738e-04 -6.891043581639472171e-02 -1.304268778248120902e-02 -4.297752182305063923e-02 -1.915941079492261556e-02 -2.468551803320326310e-02 -1.827698668477225827e-02 -1.829553813626089501e-02 -1.898425124207882633e-02
6.000000000000000888e-01 4.175791888424715270e-02 1.452087026201789866e-02 3.308424793298325034e-02 -3.610533433087290134e-02 -1.103037004392850781e-02 -1.898628591551666800e-02 -1.907672447889204731e-02 -1.754507797001629218e-02 -1.673081626038082359e-02
7.000000000000000666e-01 3.433120101506250549e-02 -4.279714346274042513e-02 -3.346918304743350114e-02 1.072186931809986782e-02 -2.948225782184005217e-02 -1.049563068240708108e-02 -1.018552578399300329e-02 -1.462451069193420120e-02 -1.185443162721085478e-02
8.000000000000000444e-01 9.711778794857539934e-03 -1.028404972585414551e-01 5.201554466519769937e-02 -4.980997621056321850e-02 -1.532930818195445480e-02 -9.338876804836715798e-04 -1.980626370811646667e-03 -1.441883453531606941e-03 -5.327181402635935287e-03
9.000000000000000222e-01 1.749235847606455188e-02 1.960492233145982519e-02 2.643930146043815821e-02 3.388317336172842753e-02 3.926820282238431548e-03 6.941790857128864178e-03 7.831314137963556188e-03 4.924858079155646287e-03 5.241595905286204442e-03
1.000000000000000000e+00 1.334964920548205591e-01 -5.238512652146996851e-02 1.762009565202157096e-02 1.415851062744473768e-02 1.574789506789129462e-02 1.521577319485787477e-02 2.373296493069611962e-02 1.586325242974643071e-02 1.546525061508098250e-02
1.100000000000000089e+00 -6.245947894657419286e-04 6.765567930005918218e-02 7.262509030325274562e-02 3.739358649099318310e-02 2.689806986308848277e-02 2.775536408015985557e-02 3.309199199498356198e-02 2.787010450541257262e-02 2.797642340985789441e-02
1.200000000000000178e+00 1.877772680469256272e-01 -3.688588508794722609e-02 3.298976518105924127e-02 5.393226409514798037e-02 5.042687508500979382e-02 4.261371695004847332e-02 3.992382373251102817e-02 3.986572770322300424e-02 4.142576783405540336e-02
1.300000000000000044e+00 9.034784501986382887e-02 2.617383279661324863e-02 8.602248781236294939e-02 7.179332758329140529e-02 6.446112278083432345e-02 5.357672134973720524e-02 5.907699198389670253e-02 5.529797387165771849e-02 5.626900846271291196e-02
1.400000000000000133e+00 1.095229643231154792e-01 4.557261357608515667e-02 6.601518827761317099e-02 5.892683019407376349e-02 8.282358394032221516e-02 7.156998926954963314e-02 7.490427797297943835e-02 7.040652617758960674e-02 6.995435871631239255e-02
1.500000000000000000e+00 1.883620501245308609e-01 7.891336065535502209e-02 5.024902845597136597e-02 4.157103711802206253e-02 7.699065509508738747e-02 9.639915027774989542e-02 8.674011569450316983e-02 8.620076761780773311e-02 8.697862792363504625e-02
1.600000000000000089e+00 1.577965213185001658e-01 1.106491467267493867e-01 8.673949236170572230e-02 1.150912223450687305e-01 1.003119803106019836e-01 1.051834873993484631e-01 1.001146436594816391e-01 1.003508159181837750e-01 1.021124500923842188e-01
1.700000000000000178e+00 1.703333722816550155e-01 7.749516695226266183e-02 1.224617190368594427e-01 1.012979590087932785e-01 1.199919301822606893e-01 1.159015779557258652e-01 1.100350575838621170e-01 1.176985011886774457e-01 1.183594874230545629e-01
1.800000000000000044e+00 9.477944015982833759e-02 1.680021257153056780e-01 1.055684322804969211e-01 1.188179757028993144e-01 1.326753792993539682e-01 1.407726406870005165e-01 1.322907915847058302e-01 1.330720523676871547e-01 1.318583841887838448e-01
1.900000000000000133e+00 1.360305034816379488e-01 6.608968181732237379e-02 1.230264823587636086e-01 1.334666900374372744e-01 1.550624954907260378e-01 1.428587408266307757e-01 1.475622605540798937e-01 1.441979771406018407e-01 1.458572515214756893e-01
2.000000000000000000e+00 2.593185472502971267e-01 2.273806683159584341e-01 8.374035155138008502e-02 2.088891110943957019e-01 1.638088580198537314e-01 1.674868525106106565e-01 1.520881421519277021e-01 1.596844664487704069e-01 1.596608502065091917e-01
2.100000000000000089e+00 -1.503383755086881712e-02 1.343830280297715063e-01 2.076686051372047537e-01 1.665567327051646063e-01 1.655742391475862330e-01 1.724287759349467930e-01 1.708920740327653787e-01 1.699685862740195619e-01 1.737134172644292651e-01
